198304080,1,1,0,0
198304120,4,4,0,0
198304170,2,2,0,0
198304280,1,1,0,0
198305030,2,1,0,0
198305080,2,2,0,0
198305130,3,3,1,0
198305180,2,1,0,0
198305230,2,2,0,0
198305280,2,2,2,0
198306020,2,2,0,0
198306080,2,2,1,0
198306130,4,4,2,0
198306180,5,4,1,0
198306230,2,2,0,0
198306280,1,1,0,0
198307030,3,2,2,0
198307101,2,2,0,0
198307140,2,2,1,0
198307200,2,2,1,0
198307250,3,2,0,0
198307302,2,1,0,0
198308040,3,2,0,0
198308100,3,3,0,0
198308150,3,3,0,0
198308200,3,1,0,2
198308260,2,1,0,0
198308310,2,2,1,0
198309050,2,2,0,0
198309140,1,1,0,0
198309200,1,1,0,0
198309270,1,1,0,0
198404070,2,1,1,0
198404130,4,4,2,0
198404190,4,3,1,1
198404240,2,2,0,0
198404290,3,2,0,0
198405050,2,2,0,0
198405100,2,2,0,0
198405160,3,3,0,0
198405230,2,2,0,0
198405300,3,3,1,0
198406030,2,2,0,0
198406080,2,2,0,0
198406130,3,3,0,0
198406280,3,3,0,0
198407030,2,2,1,0
198407120,3,3,0,0
198407170,1,1,0,0
198407220,1,1,0,0
198407291,3,2,0,0
198408030,1,1,0,0
198408080,2,2,0,0
198408140,2,1,0,1
198408200,3,3,1,0
198408260,3,3,1,0
198408310,3,2,0,1
198409050,1,1,0,0
198409100,1,0,0,0
198409160,2,1,0,1
198409231,5,3,0,0
198409280,1,1,0,0
198504110,3,3,0,0
198504150,3,2,0,1
198504200,2,1,0,0
198504240,3,3,0,0
198504300,3,3,0,0
198505050,1,1,0,0
198505100,3,2,0,0
198505170,3,2,0,0
198506080,3,2,0,1
198506130,2,1,1,0
198506180,2,2,1,0
198506280,4,4,0,0
198507040,3,3,0,0
198507090,3,2,1,0
198507140,2,1,1,0
198507220,1,1,0,0
198508240,2,2,1,0
198508290,1,0,0,0
198509030,2,1,0,0
198509180,2,1,0,0
198509230,3,3,0,0
198509290,4,4,0,0
198510050,2,2,0,0
198604110,3,3,1,0
198604170,2,2,0,0
198604220,3,3,0,0
198604270,2,2,1,0
198605020,1,1,0,0
198605070,1,1,0,0
198605110,2,2,1,0
198605170,2,2,0,0
198605220,2,1,0,0
198605270,2,2,0,0
198606030,2,2,0,0
198606080,4,2,2,0
198606132,2,1,0,1
198606180,2,2,0,0
198606240,2,2,0,0
198606300,2,2,0,0
198607050,2,2,1,0
198607120,1,1,1,0
198607250,2,2,0,0
198607291,1,0,0,0
198608062,1,1,0,0
198608080,1,1,0,0
198608151,2,2,0,0
198609280,2,2,1,0
198610040,2,2,1,0
198704090,2,2,0,0
198704150,2,2,1,0
198704210,3,3,0,0
198704260,4,4,0,0
198705020,2,2,1,0
198706160,4,2,0,0
198706210,3,2,0,0
198706250,1,1,0,0
198706300,1,1,0,0
198707060,3,3,1,0
198707110,4,4,1,0
