200609210,1,1,0,0
200609250,1,1,0,0
200609260,1,1,0,0
200609270,4,4,2,0
200609290,2,2,1,0
200706010,4,4,2,0
200706020,4,4,1,0
200706030,4,4,0,0
200706040,5,5,0,0
200706050,5,5,1,0
200706060,4,4,1,0
200706070,4,4,1,0
200706080,3,3,0,0
200706120,2,2,1,0
200706130,5,5,1,0
200706160,5,5,0,0
200706170,1,1,0,0
200706180,5,3,1,2
200706190,1,1,0,0
200706200,5,3,0,1
200707030,4,3,1,1
200707040,1,1,0,0
200707050,1,1,0,0
200707061,5,5,2,0
200707062,4,4,2,0
200707070,4,4,2,0
200707080,4,4,1,0
200707120,6,5,1,1
200707130,1,1,0,0
200707140,6,5,2,1
200707150,2,2,0,0
200707160,6,5,2,1
200707170,6,6,1,0
200707180,5,4,2,1
200707190,5,5,1,0
200707200,4,4,1,0
200707210,4,4,1,0
200707220,5,4,1,1
200707230,6,6,1,0
200707241,4,4,2,0
200707242,5,5,1,0
200707260,4,3,0,1
200707270,4,4,0,0
200707280,4,4,2,0
200707290,4,4,1,0
200707310,4,4,2,0
200708010,4,4,2,0
200708020,6,6,1,0
200708040,4,4,1,0
200708050,4,3,1,1
200708070,4,4,1,0
200708080,6,6,1,0
200708090,4,4,0,0
200708110,5,4,2,1
200708120,4,4,1,0
200708140,2,2,1,0
200708150,4,4,2,0
200708160,6,6,0,0
200708170,5,4,0,1
200708180,4,4,0,0
200708190,5,5,2,0
200708200,4,4,3,0
200708210,4,3,0,1
200708220,5,3,0,2
200708241,5,5,2,0
200708242,4,3,0,1
200708250,5,5,1,0
200708260,4,4,0,0
200708270,4,4,1,0
200708290,5,3,1,2
200708300,5,4,0,1
200708310,5,3,1,1
200709010,4,4,2,0
200709020,6,4,3,2
200709040,4,4,0,0
200709050,5,4,0,1
200709060,4,3,0,0
200709070,4,4,2,0
200709080,6,5,2,1
200709090,4,4,1,0
200709100,4,3,1,1
200709110,3,3,0,0
200709140,5,3,1,2
200709150,4,4,3,0
200709160,5,4,1,1
200709170,5,4,2,1
200709180,3,3,0,0
200709200,4,4,1,0
200709210,5,5,2,0
200709220,6,6,5,0
200709230,4,4,1,0
200709250,5,5,1,0
200709260,4,4,2,0
200709270,5,5,1,0
200709290,4,4,0,0
200709300,4,4,2,0
200809020,4,4,0,0
200809050,1,1,0,0
200809060,2,2,1,0
200809100,3,2,1,0
200809142,1,1,1,0
200809160,4,4,0,0
200809180,2,2,1,0
200904150,1,1,0,0
200904190,1,1,0,0
200904210,1,1,0,0
200904220,1,1,0,0
200904240,2,0,0,2
200904250,4,4,1,0
200904281,3,3,0,0
200904282,1,0,0,1
200904290,1,1,0,0
