193504170,0,0,0,0
193504180,5,4,0,1
193504190,0,0,0,0
193504230,5,5,1,0
193504250,6,6,3,0
193504260,5,5,1,0
193504270,5,4,1,1
193504280,5,4,1,1
193504290,4,4,1,0
193504300,5,4,1,1
193505010,5,5,1,0
193505070,5,5,2,0
193505080,4,4,1,0
193505090,3,3,1,0
193505100,5,5,1,0
193505110,5,5,1,0
193505130,3,3,0,0
193505140,4,4,2,0
193505150,5,4,2,1
193505190,5,5,2,0
193505200,5,4,2,1
193505210,5,5,1,0
193505252,4,3,0,1
193505260,4,4,1,0
193505290,3,3,2,0
193505301,5,4,1,1
193505302,6,6,2,0
193506011,4,3,0,1
193506012,3,1,0,2
193506050,1,1,0,0
193506050,1,1,0,0
193506070,0,0,0,0
193506082,1,1,0,0
193506082,1,1,0,0
193506112,5,5,2,0
193506122,0,0,0,0
193506140,0,0,0,0
193506200,5,4,0,1
193506240,4,4,0,0
193506270,6,5,3,1
193506300,7,7,4,0
193507020,1,1,0,0
193507020,1,1,0,0
193507030,2,2,1,0
193507041,4,4,1,0
193507061,0,0,0,0
193507062,6,5,1,1
193507190,1,1,0,0
193507190,1,1,0,0
193507211,4,4,1,0
193507212,4,4,1,0
193507260,5,4,0,1
193507270,5,3,1,2
193507281,4,4,3,0
193507282,4,4,1,0
193507300,5,5,0,0
193508020,5,5,1,0
193508030,6,6,3,0
193508040,5,5,1,0
193508050,4,3,0,1
193508071,5,5,1,0
193508072,5,4,1,1
193508080,5,5,2,0
193508090,4,3,0,1
193508101,6,5,1,1
193508102,5,4,0,1
193508111,5,4,2,1
193508112,5,5,0,0
193508130,5,5,2,0
193508140,1,1,0,0
193508140,1,1,0,0
193508160,1,1,1,0
193508160,1,1,1,0
193508180,1,1,1,0
193508180,1,1,1,0
193508211,1,1,0,0
193508212,1,1,1,0
193508220,5,4,0,1
193508240,0,0,0,0
193508251,2,2,0,0
193508252,5,5,2,0
193508261,8,7,3,1
193508262,4,4,3,0
193508271,6,5,2,1
193508272,5,5,2,0
193508281,6,6,2,0
193508282,4,4,1,0
193508311,5,5,1,0
193508312,4,2,1,2
193509010,5,4,2,1
193509071,5,5,1,0
193509072,4,2,1,2
193509081,5,5,1,0
193509082,5,5,2,0
193509090,3,3,0,0
193509100,3,3,1,0
193509110,4,4,0,0
193509120,5,4,0,1
193509130,5,5,0,0
193509141,4,4,2,0
193509142,5,4,2,1
193509150,5,3,1,2
193509160,4,2,0,2
193509170,5,5,0,0
193509181,5,5,2,0
193509182,5,2,0,3
193509210,5,5,2,0
193509221,5,5,3,0
193509222,5,5,3,0
193509230,5,4,2,1
193509240,6,6,4,0
193509260,4,3,1,1
193509291,5,5,1,0
193509292,2,2,0,0
193604140,3,2,1,1
193604150,5,4,1,1
193604160,5,5,2,0
193604170,5,5,0,0
193604180,4,3,0,1
193604201,5,5,0,0
193604210,3,3,0,0
193604220,5,5,3,0
193604230,5,5,2,0
193604240,5,4,0,1
193604250,5,4,2,1
193604260,5,5,3,0
193604280,4,4,1,0
193605020,5,5,1,0
193605040,5,5,2,0
193605050,5,4,1,1
193605080,3,1,0,2
193605090,4,4,1,0
193605100,2,2,1,0
193605160,2,2,1,0
193605170,5,5,1,0
193605200,5,4,1,1
193605230,6,6,2,0
193605240,2,2,1,0
193605250,4,3,1,1
193605260,0,0,0,0
193605282,4,4,1,0
193605301,1,1,0,0
193605301,1,1,0,0
193605302,1,1,0,0
193605302,1,1,0,0
193606020,5,4,2,1
193606040,4,3,1,1
193606070,1,0,0,1
193606070,1,0,0,1
193606090,0,0,0,0
193606110,1,1,0,0
193606130,1,1,0,0
193606130,1,1,0,0
193606140,5,5,3,0
193606190,4,2,1,2
193606210,1,1,1,0
193606210,1,1,1,0
193606272,4,4,2,0
193606282,1,1,0,0
193606282,1,1,0,0
193607012,3,3,1,0
193607041,5,4,1,1
193607042,1,1,0,0
193607042,1,1,0,0
193607090,1,1,1,0
193607120,1,1,0,0
193607120,1,1,0,0
193607130,5,4,1,1
193607150,1,0,0,1
193607170,5,4,1,1
193607180,5,5,2,0
193607191,5,4,1,1
193607210,4,4,2,0
193607250,2,2,1,0
193607261,5,4,0,1
193607262,1,1,0,0
193607280,5,5,0,0
193607291,2,2,1,0
193608010,1,1,1,0
193608010,1,1,1,0
193608020,5,5,1,0
193608040,1,1,0,0
193608040,1,1,0,0
193608050,1,1,0,0
193608050,1,1,0,0
193608090,5,5,0,0
193608140,1,1,0,0
193608140,1,1,0,0
193608162,3,3,1,0
193608190,1,1,0,0
193608190,1,1,0,0
193608222,0,0,0,0
193608260,2,2,0,0
193608270,0,0,0,0
193608280,1,1,0,0
193608280,1,1,0,0
193608290,1,1,0,0
193608290,1,1,0,0
193608301,1,1,0,0
193608301,1,1,0,0
193608302,3,3,0,0
193609020,1,0,0,1
193609020,1,0,0,1
193609050,0,0,0,0
193609062,5,3,2,2
193609072,5,5,2,0
193609090,5,4,2,1
193609110,0,0,0,0
193609120,6,6,4,0
193609141,0,0,0,0
193609142,1,1,1,0
193609142,1,1,1,0
193609151,6,4,3,2
193609202,4,2,0,2
193609220,4,4,1,0
193609230,5,5,2,0
193609260,3,3,0,0
193704190,0,0,0,0
193704260,1,1,0,0
193704260,1,1,0,0
193704280,1,1,0,0
193704280,1,1,0,0
193705020,1,1,0,0
193705020,1,1,0,0
193705060,0,0,0,0
193705100,0,0,0,0
193705110,4,4,1,0
193705120,5,4,2,1
193705130,5,5,2,0
193705150,4,4,3,0
193705160,6,6,0,0
193705170,4,4,1,0
193705220,3,3,1,0
193705230,4,4,1,0
193705240,5,5,1,0
193705250,4,3,0,1
193706050,1,1,0,0
193706050,1,1,0,0
193706060,0,0,0,0
193706100,5,4,1,1
193706150,0,0,0,0
193706160,6,6,1,0
193706180,2,2,0,0
193706200,4,3,1,1
193706220,6,6,2,0
193706240,5,4,1,1
193706270,1,1,0,0
193706270,1,1,0,0
193706290,6,4,0,2
193706300,0,0,0,0
193707040,4,3,0,1
193707052,5,3,0,2
193707090,5,4,1,1
193707100,4,3,1,1
193707111,4,3,0,1
193707140,3,3,2,0
193707150,4,4,1,0
193707160,4,4,0,0
193707170,4,4,1,0
193707181,5,4,3,1
193707182,5,5,1,0
193707200,4,4,2,0
193707211,4,3,1,1
193707212,5,5,3,0
193707220,4,2,1,2
193707231,6,6,4,0
193707232,6,5,1,1
193707250,4,3,2,1
193707270,4,4,2,0
193707280,5,4,3,1
193707290,4,4,2,0
193707310,3,3,0,0
193708011,5,5,3,0
193708012,4,3,1,1
193708030,4,4,2,0
193708040,4,4,1,0
193708050,4,3,0,1
193708070,2,1,0,1
193708081,4,2,1,2
193708082,4,4,2,0
193708101,5,5,1,0
193708102,5,5,1,0
193708110,4,4,0,0
193708120,5,4,3,1
193708130,4,3,0,1
193708140,5,5,0,0
193708150,3,3,1,0
193708170,4,4,0,0
193708241,4,3,1,1
193708242,5,5,2,0
193708250,4,4,2,0
193708260,5,5,1,0
193708270,4,2,1,2
193708280,4,4,0,0
193708291,6,4,3,2
193708292,4,4,1,0
193708311,4,4,2,0
193708312,5,5,1,0
193709010,4,4,1,0
193709020,4,3,1,1
193709041,5,5,0,0
193709042,5,4,2,1
193709061,4,3,0,1
193709062,4,3,0,1
193709081,4,4,1,0
193709082,4,4,0,0
193709091,4,4,0,0
193709092,5,5,1,0
193709100,4,4,0,0
193709110,4,2,1,2
193709120,4,3,1,1
193709140,5,5,0,0
193709151,4,3,0,1
193709152,4,4,0,0
193709210,1,1,0,0
193709210,1,1,0,0
193709220,0,0,0,0
193709230,0,0,0,0
193709250,4,1,1,3
193709260,5,4,0,1
193709271,1,1,0,0
193709271,1,1,0,0
193709291,4,4,2,0
193709292,0,0,0,0
193709301,1,1,0,0
193710022,1,1,0,0
193710032,3,3,1,0
